Area,Year,Temperature Change,Standard Deviation
South Africa,1977,0.741,0.701
Africa,1977,0.387,0.488
Africa,1977,0.253,0.483
Africa,1977,-0.127,0.484
Africa,1977,0.092,0.316
Africa,1977,0.221,0.341
Africa,1977,0.204,0.292
Africa,1977,0.465,0.313
Africa,1977,0.283,0.303
Africa,1977,0.329,0.304
Africa,1977,0.104,0.304
Africa,1977,-0.009,0.314
Africa,1977,0.074,0.353
Eastern Africa,1977,0.419,0.345
Eastern Africa,1977,0.084,0.338
Eastern Africa,1977,0.115,0.363
Eastern Africa,1977,-0.258,0.399
Eastern Africa,1977,0.369,0.451
Eastern Africa,1977,0.409,0.369
Eastern Africa,1977,0.466,0.353
Eastern Africa,1977,0.348,0.349
Eastern Africa,1977,0.516,0.346
Eastern Africa,1977,0.554,0.371
Eastern Africa,1977,0.061,0.304
Eastern Africa,1977,0.236,0.378
Middle Africa,1977,-0.003,0.418
Middle Africa,1977,-0.039,0.506
Middle Africa,1977,-0.177,0.355
Middle Africa,1977,0.203,0.317
Middle Africa,1977,0.481,0.291
Middle Africa,1977,0.274,0.26
Middle Africa,1977,0.419,0.327
Middle Africa,1977,0.234,0.295
Middle Africa,1977,0.52,0.33
Middle Africa,1977,0.093,0.27
Middle Africa,1977,0.054,0.301
Middle Africa,1977,-0.236,0.401
Northern Africa,1977,0.381,0.767
Northern Africa,1977,1.081,0.804
Northern Africa,1977,0.15,0.79
Northern Africa,1977,0.048,0.395
Northern Africa,1977,0.199,0.506
Northern Africa,1977,-0.314,0.308
Northern Africa,1977,0.539,0.419
Northern Africa,1977,0.146,0.312
Northern Africa,1977,-0.011,0.368
Northern Africa,1977,-0.602,0.45
Northern Africa,1977,-0.133,0.624
Northern Africa,1977,0.138,0.642
Southern Africa,1977,0.504,0.706
Southern Africa,1977,0.192,0.624
Southern Africa,1977,-0.919,0.753
Southern Africa,1977,0.488,0.617
Southern Africa,1977,-0.514,0.409
Southern Africa,1977,0.335,0.852
Southern Africa,1977,-0.04,0.572
Southern Africa,1977,0.118,0.61
Southern Africa,1977,0.04,0.621
Southern Africa,1977,0.611,0.685
Southern Africa,1977,1.047,0.585
Southern Africa,1977,0.277,0.58
Western Africa,1977,0.728,0.915
Western Africa,1977,-0.38,0.781
Western Africa,1977,-0.362,0.701
Western Africa,1977,0.22,0.498
Western Africa,1977,0.138,0.425
Western Africa,1977,0.58,0.44
Western Africa,1977,0.63,0.446
Western Africa,1977,0.532,0.51
Western Africa,1977,0.528,0.478
Western Africa,1977,0.412,0.424
Western Africa,1977,-0.437,0.437
Western Africa,1977,0.066,0.57
Northern America,1977,0.93,0.948
Northern America,1977,2.729,1.621
Northern America,1977,1.83,1.087
Northern America,1977,1.282,0.825
Northern America,1977,1.148,0.519
Northern America,1977,0.738,0.429
Northern America,1977,0.105,0.366
Northern America,1977,-0.073,0.38
Northern America,1977,0.53,0.602
Northern America,1977,0.581,0.936
Northern America,1977,0.183,0.627
Northern America,1977,-1.048,1.326
Central America,1977,-0.224,0.595
Central America,1977,0.204,0.52
Central America,1977,-0.088,0.643
Central America,1977,-0.693,0.461
Central America,1977,-0.277,0.325
Central America,1977,-0.112,0.403
Central America,1977,0.117,0.488
Central America,1977,0.496,0.385
Central America,1977,0.824,0.403
Central America,1977,0.633,0.469
Central America,1977,0.605,0.566
Central America,1977,1.157,0.513
South America,1977,0.178,0.263
South America,1977,0.098,0.326
South America,1977,0.456,0.414
South America,1977,0.348,0.418
South America,1977,-0.214,0.479
South America,1977,0.476,0.564
South America,1977,0.779,0.495
South America,1977,0.251,0.39
South America,1977,0.424,0.334
South America,1977,0.374,0.335
South America,1977,0.21,0.315
South America,1977,0.217,0.272
Central Asia,1977,,
Central Asia,1977,,
Central Asia,1977,,
Central Asia,1977,,
Central Asia,1977,,
Central Asia,1977,,
Central Asia,1977,,
Central Asia,1977,,
Central Asia,1977,,
Central Asia,1977,,
Central Asia,1977,,
Central Asia,1977,,
Eastern Asia,1977,-2.425,1.045
Eastern Asia,1977,-0.669,1.725
Eastern Asia,1977,1.019,1.077
Eastern Asia,1977,0.383,0.683
Eastern Asia,1977,-0.426,0.467
Eastern Asia,1977,-0.097,0.366
Eastern Asia,1977,0.181,0.303
Eastern Asia,1977,0.04,0.42
Eastern Asia,1977,0.674,0.482
Eastern Asia,1977,0.955,0.524
Eastern Asia,1977,0.533,1.088
Eastern Asia,1977,1.329,1.24
Southern Asia,1977,-1.184,0.962
Southern Asia,1977,0.58,1.265
Southern Asia,1977,2.093,0.867
Southern Asia,1977,0.13,0.796
Southern Asia,1977,-0.47,0.556
Southern Asia,1977,0.221,0.323
Southern Asia,1977,0.059,0.247
Southern Asia,1977,0.1,0.244
Southern Asia,1977,-0.064,0.243
Southern Asia,1977,0.182,0.524
Southern Asia,1977,1.191,0.642
Southern Asia,1977,0.692,0.705
South-Eastern Asia,1977,0.078,0.567
South-Eastern Asia,1977,-0.675,0.456
South-Eastern Asia,1977,-0.202,0.381
South-Eastern Asia,1977,-0.127,0.349
South-Eastern Asia,1977,0.042,0.25
South-Eastern Asia,1977,0.449,0.22
South-Eastern Asia,1977,0.26,0.2
South-Eastern Asia,1977,0.184,0.162
South-Eastern Asia,1977,0.225,0.143
South-Eastern Asia,1977,0.304,0.178
South-Eastern Asia,1977,0.141,0.368
South-Eastern Asia,1977,0.394,0.465
Western Asia,1977,-1.534,1.179
Western Asia,1977,1.551,1.261
Western Asia,1977,0.809,0.935
Western Asia,1977,-0.24,0.759
Western Asia,1977,0.447,0.572
Western Asia,1977,0.353,0.539
Western Asia,1977,0.295,0.474
Western Asia,1977,0.91,0.568
Western Asia,1977,0.472,0.585
Western Asia,1977,-1.079,0.653
Western Asia,1977,-0.174,0.934
Western Asia,1977,-0.025,0.997
Eastern Europe,1977,-2.789,1.94
Eastern Europe,1977,1.279,1.869
Eastern Europe,1977,2.385,1.375
Eastern Europe,1977,1.21,0.866
Eastern Europe,1977,0.679,0.642
Eastern Europe,1977,0.976,0.638
Eastern Europe,1977,-0.344,0.539
Eastern Europe,1977,-0.42,0.453
Eastern Europe,1977,-0.424,0.576
Eastern Europe,1977,-1.068,0.86
Eastern Europe,1977,1.878,0.88
Eastern Europe,1977,-0.991,1.055
Northern Europe,1977,-0.212,2.461
Northern Europe,1977,-0.825,2.643
Northern Europe,1977,1.192,1.93
Northern Europe,1977,-1.44,0.923
Northern Europe,1977,-0.319,0.868
Northern Europe,1977,-0.728,0.979
Northern Europe,1977,-0.395,0.914
Northern Europe,1977,-0.461,0.731
Northern Europe,1977,-0.998,0.864
Northern Europe,1977,0.482,1.259
Northern Europe,1977,0.638,1.449
Northern Europe,1977,1.295,2.186
Southern Europe,1977,0.781,0.843
Southern Europe,1977,2.266,1.294
Southern Europe,1977,1.656,1.0
Southern Europe,1977,0.184,0.861
Southern Europe,1977,-0.333,0.719
Southern Europe,1977,-1.008,0.695
Southern Europe,1977,-0.886,0.453
Southern Europe,1977,-1.228,0.729
Southern Europe,1977,-0.634,0.889
Southern Europe,1977,0.334,0.94
Southern Europe,1977,0.37,0.862
Southern Europe,1977,0.339,0.883
Western Europe,1977,0.732,2.053
Western Europe,1977,2.634,2.145
Western Europe,1977,2.411,1.577
Western Europe,1977,-1.127,1.194
Western Europe,1977,-0.515,0.873
Western Europe,1977,-0.527,1.019
Western Europe,1977,-0.463,1.099
Western Europe,1977,-0.836,0.908
Western Europe,1977,-1.206,1.174
Western Europe,1977,1.515,1.45
Western Europe,1977,0.572,1.098
Western Europe,1977,1.131,1.828
Australia and New Zealand,1977,0.132,0.654
Australia and New Zealand,1977,0.768,0.511
Australia and New Zealand,1977,-0.338,0.514
Australia and New Zealand,1977,-0.225,0.467
Australia and New Zealand,1977,-0.104,0.691
Australia and New Zealand,1977,-0.573,0.601
Australia and New Zealand,1977,-0.271,0.76
Australia and New Zealand,1977,1.0,0.608
Australia and New Zealand,1977,-0.518,0.752
Australia and New Zealand,1977,0.851,0.833
Australia and New Zealand,1977,0.584,0.631
Australia and New Zealand,1977,0.68,0.708
Antarctica,1978,-1.649,1.24
Antarctica,1978,0.26,1.084
Antarctica,1978,-0.32,1.156
Antarctica,1978,4.152,1.868
Antarctica,1978,0.689,1.704
Antarctica,1978,-1.241,1.929
Antarctica,1978,0.237,1.801
Antarctica,1978,-2.72,2.216
Antarctica,1978,-0.014,2.058
Antarctica,1978,0.37,1.344
Antarctica,1978,-0.307,1.124
Antarctica,1978,-0.758,1.161
South Africa,1978,-0.272,0.637
South Africa,1978,0.01,0.583
South Africa,1978,0.814,0.625
South Africa,1978,-0.804,0.64
South Africa,1978,0.018,0.483
South Africa,1978,-0.538,0.788
South Africa,1978,0.992,0.656
South Africa,1978,0.783,0.65
South Africa,1978,-0.697,0.742
South Africa,1978,-1.27,0.762
South Africa,1978,0.68,0.657
South Africa,1978,0.168,0.701
Africa,1978,0.14,0.488
Africa,1978,0.777,0.483
Africa,1978,0.176,0.484
Africa,1978,0.128,0.316
Africa,1978,0.16,0.341
Africa,1978,-0.156,0.292
Africa,1978,-0.208,0.313
Africa,1978,0.306,0.303
Africa,1978,0.035,0.304
Africa,1978,-0.02,0.304
Africa,1978,-0.485,0.314
Africa,1978,0.555,0.353
Eastern Africa,1978,0.191,0.345
Eastern Africa,1978,0.187,0.338
Eastern Africa,1978,0.104,0.363
Eastern Africa,1978,0.019,0.399
Eastern Africa,1978,0.012,0.451
Eastern Africa,1978,0.127,0.369
Eastern Africa,1978,-0.343,0.353
Eastern Africa,1978,0.66,0.349
Eastern Africa,1978,0.496,0.346
Eastern Africa,1978,0.333,0.371
Eastern Africa,1978,-0.161,0.304
Eastern Africa,1978,-0.085,0.378
Middle Africa,1978,0.012,0.418
Middle Africa,1978,0.719,0.506
Middle Africa,1978,0.214,0.355
Middle Africa,1978,0.105,0.317
Middle Africa,1978,-0.075,0.291
Middle Africa,1978,-0.129,0.26
Middle Africa,1978,-0.214,0.327
Middle Africa,1978,0.28,0.295
Middle Africa,1978,-0.039,0.33
Middle Africa,1978,0.159,0.27
Middle Africa,1978,-0.252,0.301
Middle Africa,1978,0.359,0.401
Northern Africa,1978,-0.024,0.767
Northern Africa,1978,1.453,0.804
Northern Africa,1978,0.034,0.79
Northern Africa,1978,0.479,0.395
Northern Africa,1978,0.35,0.506
Northern Africa,1978,-0.218,0.308
Northern Africa,1978,-0.355,0.419
Northern Africa,1978,-0.418,0.312
Northern Africa,1978,-0.165,0.368
Northern Africa,1978,-0.39,0.45
Northern Africa,1978,-1.427,0.624
Northern Africa,1978,1.207,0.642
Southern Africa,1978,-0.45,0.706
Southern Africa,1978,-0.362,0.624
Southern Africa,1978,0.413,0.753
Southern Africa,1978,-0.874,0.617
Southern Africa,1978,0.131,0.409
Southern Africa,1978,-0.476,0.852
Southern Africa,1978,0.687,0.572
Southern Africa,1978,1.197,0.61
Southern Africa,1978,-0.377,0.621
Southern Africa,1978,-1.037,0.685
Southern Africa,1978,0.453,0.585
Southern Africa,1978,0.105,0.58
Western Africa,1978,0.71,0.915
Western Africa,1978,1.002,0.781
Western Africa,1978,0.305,0.701
Western Africa,1978,0.216,0.498
Western Africa,1978,0.317,0.425
Western Africa,1978,-0.251,0.44
Western Africa,1978,-0.245,0.446
Western Africa,1978,0.585,0.51
Western Africa,1978,0.091,0.478
Western Africa,1978,0.38,0.424
Western Africa,1978,-0.174,0.437
Western Africa,1978,0.719,0.57
Northern America,1978,-0.091,0.948
Northern America,1978,0.452,1.621
Northern America,1978,-0.156,1.087
Northern America,1978,0.058,0.825
Northern America,1978,-0.074,0.519
Northern America,1978,-0.416,0.429
Northern America,1978,-0.24,0.366
Northern America,1978,-0.28,0.38
Northern America,1978,0.173,0.602
Northern America,1978,-0.847,0.936
Northern America,1978,-1.01,0.627
Northern America,1978,0.029,1.326
Central America,1978,-0.013,0.595
Central America,1978,-0.685,0.52
Central America,1978,0.151,0.643
Central America,1978,0.24,0.461
Central America,1978,0.563,0.325
Central America,1978,0.449,0.403
Central America,1978,0.307,0.488
Central America,1978,0.033,0.385
Central America,1978,-0.373,0.403
Central America,1978,-0.07,0.469
Central America,1978,0.717,0.566
Central America,1978,0.366,0.513
South America,1978,0.041,0.263
South America,1978,0.376,0.326
South America,1978,0.228,0.414
South America,1978,0.089,0.418
South America,1978,0.042,0.479
South America,1978,-0.013,0.564
South America,1978,0.984,0.495
South America,1978,-0.685,0.39
South America,1978,0.042,0.334
South America,1978,0.265,0.335
South America,1978,0.188,0.315
South America,1978,0.039,0.272
Central Asia,1978,,
Central Asia,1978,,
Central Asia,1978,,
Central Asia,1978,,
Central Asia,1978,,
Central Asia,1978,,
Central Asia,1978,,
Central Asia,1978,,
Central Asia,1978,,
Central Asia,1978,,
Central Asia,1978,,
Central Asia,1978,,
Eastern Asia,1978,-0.258,1.045
Eastern Asia,1978,-0.628,1.725
Eastern Asia,1978,0.088,1.077
Eastern Asia,1978,0.937,0.683
Eastern Asia,1978,0.434,0.467
Eastern Asia,1978,0.682,0.366
Eastern Asia,1978,0.29,0.303
Eastern Asia,1978,0.188,0.42
Eastern Asia,1978,0.339,0.482
Eastern Asia,1978,-0.144,0.524
Eastern Asia,1978,0.801,1.088
Eastern Asia,1978,1.644,1.24
Southern Asia,1978,-0.017,0.962
Southern Asia,1978,-0.115,1.265
Southern Asia,1978,-0.798,0.867
Southern Asia,1978,0.421,0.796
Southern Asia,1978,0.672,0.556
Southern Asia,1978,-0.23,0.323
Southern Asia,1978,-0.572,0.247
Southern Asia,1978,-0.274,0.244
Southern Asia,1978,0.009,0.243
Southern Asia,1978,0.33,0.524
Southern Asia,1978,-0.201,0.642
Southern Asia,1978,1.03,0.705
South-Eastern Asia,1978,0.328,0.567
South-Eastern Asia,1978,0.193,0.456
South-Eastern Asia,1978,0.393,0.381
South-Eastern Asia,1978,0.125,0.349
South-Eastern Asia,1978,0.136,0.25
South-Eastern Asia,1978,0.171,0.22
South-Eastern Asia,1978,0.046,0.2
South-Eastern Asia,1978,0.236,0.162
South-Eastern Asia,1978,-0.141,0.143
South-Eastern Asia,1978,-0.045,0.178
South-Eastern Asia,1978,-0.029,0.368
South-Eastern Asia,1978,0.2,0.465
Western Asia,1978,0.574,1.179
Western Asia,1978,0.981,1.261
Western Asia,1978,0.432,0.935
Western Asia,1978,0.51,0.759
Western Asia,1978,0.767,0.572
Western Asia,1978,-0.428,0.539
Western Asia,1978,0.367,0.474
Western Asia,1978,-0.999,0.568
Western Asia,1978,-0.567,0.585
Western Asia,1978,0.157,0.653
Western Asia,1978,-2.043,0.934
Western Asia,1978,1.063,0.997
Eastern Europe,1978,0.394,1.94
Eastern Europe,1978,-0.614,1.869
Eastern Europe,1978,1.492,1.375
Eastern Europe,1978,0.052,0.866
Eastern Europe,1978,-0.998,0.642
Eastern Europe,1978,-0.948,0.638
Eastern Europe,1978,-0.223,0.539
Eastern Europe,1978,-0.814,0.453
Eastern Europe,1978,0.283,0.576
Eastern Europe,1978,0.452,0.86
Eastern Europe,1978,0.027,0.88
Eastern Europe,1978,-0.893,1.055
Northern Europe,1978,0.211,2.461
Northern Europe,1978,-2.319,2.643
Northern Europe,1978,0.079,1.93
Northern Europe,1978,-0.773,0.923
Northern Europe,1978,0.478,0.868
Northern Europe,1978,0.136,0.979
Northern Europe,1978,-0.511,0.914
Northern Europe,1978,-0.607,0.731
Northern Europe,1978,-0.755,0.864
Northern Europe,1978,0.037,1.259
Northern Europe,1978,1.166,1.449
Northern Europe,1978,-4.804,2.186
Southern Europe,1978,0.0,0.843
Southern Europe,1978,0.72,1.294
Southern Europe,1978,0.707,1.0
Southern Europe,1978,-0.839,0.861
Southern Europe,1978,-1.208,0.719
Southern Europe,1978,-0.992,0.695
Southern Europe,1978,-0.567,0.453
Southern Europe,1978,-0.527,0.729
Southern Europe,1978,0.047,0.889
Southern Europe,1978,-0.337,0.94
Southern Europe,1978,-1.107,0.862
Southern Europe,1978,1.33,0.883
Western Europe,1978,0.6,2.053
Western Europe,1978,-0.748,2.145
Western Europe,1978,1.073,1.577
Western Europe,1978,-1.033,1.194
Western Europe,1978,-0.583,0.873
Western Europe,1978,-0.78,1.019
Western Europe,1978,-1.121,1.099
Western Europe,1978,-0.948,0.908
Western Europe,1978,-0.495,1.174
Western Europe,1978,0.203,1.45
Western Europe,1978,-0.045,1.098
Western Europe,1978,0.371,1.828
Australia and New Zealand,1978,0.144,0.654
Australia and New Zealand,1978,0.716,0.511
Australia and New Zealand,1978,0.805,0.514
Australia and New Zealand,1978,0.202,0.467
Australia and New Zealand,1978,0.877,0.691
Australia and New Zealand,1978,-0.246,0.601
Australia and New Zealand,1978,-0.174,0.76
Australia and New Zealand,1978,-0.169,0.608
Australia and New Zealand,1978,-1.022,0.752
Australia and New Zealand,1978,-0.492,0.833
Australia and New Zealand,1978,-0.262,0.631
Australia and New Zealand,1978,-0.448,0.708
Antarctica,1979,0.152,1.24
Antarctica,1979,-0.446,1.084
Antarctica,1979,1.154,1.156
Antarctica,1979,3.158,1.868
Antarctica,1979,-2.965,1.704
Antarctica,1979,0.072,1.929
Antarctica,1979,-3.255,1.801
Antarctica,1979,-0.971,2.216
Antarctica,1979,2.1,2.058
Antarctica,1979,-1.412,1.344
Antarctica,1979,0.361,1.124
Antarctica,1979,0.348,1.161
South Africa,1979,-0.356,0.637
South Africa,1979,0.98,0.583
South Africa,1979,-0.029,0.625
South Africa,1979,1.669,0.64
South Africa,1979,0.803,0.483
South Africa,1979,0.341,0.788
South Africa,1979,-0.465,0.656
South Africa,1979,0.601,0.65
South Africa,1979,-0.54,0.742
South Africa,1979,0.075,0.762
South Africa,1979,0.357,0.657
South Africa,1979,0.643,0.701
Africa,1979,0.841,0.488
Africa,1979,0.515,0.483
Africa,1979,0.482,0.484
Africa,1979,0.412,0.316
Africa,1979,0.201,0.341
Africa,1979,0.136,0.292
Africa,1979,0.256,0.313
Africa,1979,0.61,0.303
Africa,1979,0.381,0.304
Africa,1979,0.636,0.304
Africa,1979,0.303,0.314
Africa,1979,-0.109,0.353
Eastern Africa,1979,0.041,0.345
Eastern Africa,1979,0.289,0.338
Eastern Africa,1979,0.128,0.363
Eastern Africa,1979,0.174,0.399
Eastern Africa,1979,0.083,0.451
Eastern Africa,1979,-0.097,0.369
Eastern Africa,1979,0.031,0.353
Eastern Africa,1979,0.449,0.349
Eastern Africa,1979,0.399,0.346
Eastern Africa,1979,0.528,0.371
Eastern Africa,1979,0.168,0.304
Eastern Africa,1979,0.219,0.378
Middle Africa,1979,0.43,0.418
Middle Africa,1979,0.269,0.506
Middle Africa,1979,0.287,0.355
Middle Africa,1979,0.323,0.317
Middle Africa,1979,0.206,0.291
Middle Africa,1979,0.24,0.26
Middle Africa,1979,0.338,0.327
Middle Africa,1979,0.438,0.295
Middle Africa,1979,0.568,0.33
Middle Africa,1979,0.566,0.27
Middle Africa,1979,0.566,0.301
Middle Africa,1979,-0.095,0.401
Northern Africa,1979,1.521,0.767
Northern Africa,1979,1.061,0.804
Northern Africa,1979,0.731,0.79
Northern Africa,1979,0.292,0.395
Northern Africa,1979,-0.032,0.506
Northern Africa,1979,0.206,0.308
Northern Africa,1979,0.305,0.419
Northern Africa,1979,0.569,0.312
Northern Africa,1979,0.05,0.368
Northern Africa,1979,0.846,0.45
Northern Africa,1979,-0.029,0.624
Northern Africa,1979,-0.483,0.642
Southern Africa,1979,-0.185,0.706
Southern Africa,1979,0.761,0.624
Southern Africa,1979,0.144,0.753
Southern Africa,1979,1.463,0.617
Southern Africa,1979,0.787,0.409
Southern Africa,1979,0.43,0.852
Southern Africa,1979,-0.303,0.572
Southern Africa,1979,0.787,0.61
Southern Africa,1979,0.031,0.621
Southern Africa,1979,0.136,0.685
Southern Africa,1979,0.06,0.585
Southern Africa,1979,0.368,0.58
Western Africa,1979,1.612,0.915
Western Africa,1979,0.149,0.781
Western Africa,1979,0.857,0.701
Western Africa,1979,0.462,0.498
Western Africa,1979,0.386,0.425
Western Africa,1979,0.043,0.44
Western Africa,1979,0.572,0.446
Western Africa,1979,0.945,0.51
Western Africa,1979,0.772,0.478
Western Africa,1979,0.746,0.424
Western Africa,1979,0.723,0.437
Western Africa,1979,-0.148,0.57
Northern America,1979,-0.516,0.948
Northern America,1979,-4.867,1.621
Northern America,1979,0.678,1.087
Northern America,1979,-0.116,0.825
Northern America,1979,-0.062,0.519
Northern America,1979,-0.179,0.429
Northern America,1979,0.332,0.366
Northern America,1979,-0.294,0.38
Northern America,1979,0.502,0.602
Northern America,1979,0.555,0.936
Northern America,1979,1.03,0.627
Northern America,1979,1.494,1.326
Central America,1979,-0.457,0.595
Central America,1979,-0.009,0.52
Central America,1979,0.086,0.643
Central America,1979,0.295,0.461
Central America,1979,-0.273,0.325
Central America,1979,-0.106,0.403
Central America,1979,0.756,0.488
Central America,1979,-0.188,0.385
Central America,1979,-0.127,0.403
Central America,1979,0.71,0.469
Central America,1979,-0.547,0.566
Central America,1979,0.255,0.513
South America,1979,0.148,0.263
South America,1979,0.217,0.326
South America,1979,-0.064,0.414
South America,1979,-0.066,0.418
South America,1979,0.093,0.479
South America,1979,-0.234,0.564
South America,1979,0.389,0.495
South America,1979,0.979,0.39
South America,1979,-0.362,0.334
South America,1979,0.44,0.335
South America,1979,-0.083,0.315
South America,1979,0.227,0.272
Central Asia,1979,,
Central Asia,1979,,
Central Asia,1979,,
Central Asia,1979,,
Central Asia,1979,,
Central Asia,1979,,
Central Asia,1979,,
Central Asia,1979,,
Central Asia,1979,,
Central Asia,1979,,
Central Asia,1979,,
Central Asia,1979,,
Eastern Asia,1979,1.613,1.045
Eastern Asia,1979,2.541,1.725
Eastern Asia,1979,-0.2,1.077
Eastern Asia,1979,-0.333,0.683
Eastern Asia,1979,-0.012,0.467
Eastern Asia,1979,0.401,0.366
Eastern Asia,1979,-0.422,0.303
Eastern Asia,1979,-0.186,0.42
Eastern Asia,1979,-0.739,0.482
Eastern Asia,1979,1.117,0.524
Eastern Asia,1979,-0.7,1.088
Eastern Asia,1979,1.853,1.24
Southern Asia,1979,0.822,0.962
Southern Asia,1979,0.157,1.265
Southern Asia,1979,-0.844,0.867
Southern Asia,1979,0.828,0.796
Southern Asia,1979,-0.76,0.556
